age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
26,technician,married,secondary,no,3029,yes,no,cellular,jan,198,2,-1,7,unknown,1
65,admin.,single,tertiary,no,2250,yes,no,cellular,apr,159,12,-1,4,unknown,1
89,retired,single,primary,no,533,no,no,telephone,nov,98,9,-1,7,unknown,0
94,blue-collar,single,primary,no,3253,no,no,cellular,oct,107,3,-1,0,unknown,1
35,entrepreneur,single,primary,no,-721,no,no,telephone,sep,92,11,52,2,unknown,0
36,technician,married,secondary,yes,-1705,yes,no,cellular,may,271,11,-1,7,failure,0
20,services,single,tertiary,no,-5830,no,yes,telephone,oct,188,1,-1,9,failure,0
29,blue-collar,married,secondary,no,1046,no,yes,cellular,sep,280,2,55,0,unknown,1
61,blue-collar,married,secondary,no,-607,yes,no,telephone,oct,288,3,6,7,unknown,0
60,retired,divorced,tertiary,no,2075,no,no,cellular,jul,72,1,4,0,unknown,1
46,technician,married,tertiary,no,-3137,yes,no,cellular,jul,67,8,-1,8,unknown,0
42,services,married,secondary,no,-224,no,yes,telephone,dec,188,13,35,2,failure,0
82,self-employed,married,primary,no,2235,yes,no,cellular,dec,111,1,-1,3,unknown,1
53,self-employed,married,secondary,no,-1066,no,no,cellular,jul,97,9,-1,7,other,0
81,entrepreneur,married,tertiary,no,2100,yes,no,telephone,mar,457,6,9,8,unknown,1
93,blue-collar,married,secondary,no,-25,yes,no,telephone,may,5,12,-1,4,unknown,0
42,services,divorced,secondary,no,1128,no,no,cellular,jul,503,7,48,3,failure,1
33,entrepreneur,married,tertiary,no,2509,no,no,cellular,sep,260,10,57,9,success,1
92,technician,married,secondary,no,3296,no,no,cellular,apr,358,13,-1,9,success,1
67,admin.,married,secondary,no,1403,yes,no,cellular,jan,342,2,-1,5,unknown,1
40,retired,single,primary,no,-591,no,no,cellular,oct,306,5,5,0,unknown,0
66,technician,married,tertiary,no,192,no,yes,cellular,dec,453,4,-1,9,unknown,0
58,services,married,secondary,no,2601,no,no,cellular,jan,68,3,-1,6,unknown,1
88,self-employed,married,secondary,no,-1047,yes,yes,cellular,apr,198,10,-1,5,unknown,0
37,services,single,primary,no,808,yes,no,telephone,jun,101,1,13,1,unknown,0
95,technician,single,tertiary,no,351,no,no,cellular,oct,0,6,50,9,success,0
91,blue-collar,married,tertiary,no,973,yes,no,cellular,oct,127,2,-1,7,failure,1
32,technician,single,secondary,no,-1020,yes,yes,telephone,may,482,9,-1,2,unknown,0
30,admin.,married,secondary,no,-2874,yes,no,telephone,apr,196,11,26,3,unknown,0
59,retired,married,tertiary,no,2346,yes,no,cellular,may,498,7,-1,3,unknown,1
21,student,married,tertiary,no,3321,no,no,telephone,mar,512,7,-1,8,unknown,1
41,blue-collar,married,secondary,no,-2743,yes,no,cellular,jun,639,7,-1,4,unknown,0
51,blue-collar,married,secondary,no,2012,yes,no,cellular,apr,487,3,20,8,success,1
93,entrepreneur,married,tertiary,no,3583,yes,no,cellular,jan,550,6,-1,6,unknown,1
95,admin.,married,tertiary,no,2511,no,no,cellular,sep,266,14,-1,3,unknown,1
29,technician,married,secondary,no,283,no,no,cellular,oct,252,1,-1,4,unknown,1
87,technician,married,secondary,no,-876,yes,no,cellular,apr,261,12,-1,8,unknown,0
25,management,single,secondary,no,1378,no,no,telephone,may,220,3,-1,4,unknown,1
76,blue-collar,single,tertiary,no,1745,yes,no,cellular,may,241,2,-1,6,unknown,1
83,management,married,secondary,no,1411,no,no,cellular,jan,325,4,-1,1,unknown,1
87,technician,married,primary,no,804,yes,no,cellular,jul,155,4,7,4,unknown,0
35,services,married,primary,no,-1182,no,no,cellular,jun,27,5,-1,5,unknown,0
87,admin.,married,tertiary,no,2130,no,no,telephone,dec,271,12,27,3,unknown,1
27,technician,married,tertiary,no,2236,no,no,telephone,may,123,13,-1,8,failure,1
58,technician,married,unknown,no,1642,yes,no,telephone,oct,138,10,-1,2,success,1
54,blue-collar,single,secondary,no,1444,yes,no,telephone,may,200,3,7,8,failure,1
42,blue-collar,single,tertiary,no,4894,yes,no,cellular,mar,168,14,-1,0,other,1
19,blue-collar,married,tertiary,no,-174,yes,no,cellular,may,375,12,-1,4,success,0
78,blue-collar,married,secondary,no,4019,yes,yes,cellular,nov,197,2,-1,5,failure,1
44,admin.,divorced,primary,no,-415,yes,no,telephone,apr,382,6,-1,2,unknown,0
69,housemaid,married,unknown,no,3640,yes,no,cellular,nov,249,11,-1,5,unknown,1
49,technician,single,primary,no,3913,yes,no,cellular,aug,208,2,43,9,unknown,1
47,retired,married,secondary,no,555,yes,no,cellular,sep,242,2,20,4,failure,0
87,self-employed,married,secondary,no,4854,no,no,cellular,oct,39,9,-1,5,failure,1
25,admin.,married,secondary,no,2232,yes,yes,cellular,jul,267,5,55,9,unknown,1
75,management,married,secondary,no,-730,no,no,cellular,aug,339,7,-1,9,failure,0
76,entrepreneur,divorced,tertiary,no,377,no,no,cellular,jan,359,11,-1,0,unknown,1
47,services,married,secondary,no,3692,yes,no,cellular,sep,31,8,-1,7,unknown,1
38,technician,divorced,tertiary,no,3231,yes,yes,telephone,sep,7,10,15,8,unknown,1
18,technician,married,secondary,no,-1128,no,no,telephone,feb,145,2,-1,9,unknown,0
91,admin.,single,secondary,no,894,no,no,cellular,jul,414,1,41,8,unknown,0
91,services,divorced,tertiary,no,1648,yes,yes,telephone,jul,251,4,-1,0,unknown,1
36,unknown,married,primary,no,83,no,yes,telephone,apr,112,3,-1,7,unknown,0
20,housemaid,married,secondary,no,6387,no,no,cellular,jan,17,5,5,8,unknown,1
27,admin.,single,tertiary,no,1714,yes,no,telephone,jan,124,11,23,5,success,1
23,management,married,primary,no,1064,yes,no,telephone,mar,115,3,28,0,unknown,1
82,blue-collar,divorced,primary,no,3820,yes,no,cellular,mar,351,2,-1,1,unknown,1
87,unemployed,married,secondary,no,397,yes,no,cellular,mar,362,3,-1,2,unknown,0
29,admin.,married,tertiary,no,3416,no,no,cellular,aug,73,5,-1,8,failure,1
76,unemployed,married,secondary,no,-2469,no,no,cellular,jun,325,3,40,1,unknown,0
31,student,single,secondary,no,202,yes,no,telephone,feb,311,3,-1,7,unknown,0
46,admin.,divorced,unknown,no,3508,yes,no,cellular,feb,55,9,-1,1,unknown,1
64,admin.,married,secondary,no,4654,no,no,cellular,aug,208,2,-1,8,unknown,1
74,student,single,secondary,no,-501,no,no,telephone,dec,268,3,-1,0,unknown,0
86,blue-collar,divorced,secondary,no,-758,no,no,telephone,oct,243,12,-1,2,unknown,0
21,services,married,secondary,no,2448,no,no,cellular,oct,0,1,59,1,failure,1
33,unemployed,married,secondary,no,-171,no,no,telephone,apr,238,1,-1,5,unknown,1
39,services,single,secondary,yes,609,no,no,cellular,sep,309,1,-1,7,success,1
42,technician,single,primary,no,3128,yes,yes,cellular,jan,441,8,6,4,unknown,1
95,technician,married,secondary,no,3,no,no,cellular,mar,126,10,-1,5,unknown,0
78,admin.,single,secondary,no,-3124,yes,yes,telephone,feb,144,10,-1,6,unknown,0
42,self-employed,married,secondary,no,-1662,yes,no,cellular,mar,191,10,-1,4,unknown,0
93,blue-collar,divorced,primary,no,1222,yes,no,cellular,may,261,1,-1,7,unknown,1
56,blue-collar,single,secondary,no,-2900,yes,no,cellular,jan,234,5,-1,2,failure,0
57,blue-collar,single,tertiary,no,546,no,no,telephone,oct,305,9,-1,1,unknown,1
51,self-employed,married,secondary,no,-1863,no,no,cellular,sep,62,10,-1,1,other,0
29,admin.,married,primary,no,4808,yes,no,cellular,aug,276,5,41,1,unknown,1
90,entrepreneur,married,secondary,no,5963,no,no,telephone,mar,116,12,-1,0,unknown,1
19,management,married,tertiary,no,-1128,no,no,telephone,nov,200,12,-1,0,unknown,0
31,student,single,secondary,no,1765,no,no,cellular,jan,459,11,40,0,unknown,1
35,self-employed,married,tertiary,no,-913,yes,no,cellular,dec,24,12,39,1,unknown,0
39,student,married,secondary,no,520,no,no,cellular,sep,181,14,-1,6,unknown,1
28,housemaid,married,primary,no,5168,yes,no,cellular,mar,42,12,-1,2,unknown,1
19,blue-collar,married,tertiary,no,173,no,no,cellular,mar,241,9,-1,5,unknown,1
70,retired,married,secondary,no,571,yes,no,telephone,sep,367,6,-1,0,unknown,1
93,services,single,primary,no,-874,no,no,cellular,oct,244,6,-1,8,unknown,0
27,services,single,unknown,no,3722,yes,no,telephone,jun,204,12,-1,3,unknown,1
41,entrepreneur,married,primary,no,-5979,yes,no,cellular,jan,406,5,-1,4,unknown,0
57,self-employed,single,secondary,no,226,no,no,telephone,jun,266,9,-1,6,unknown,0
90,management,single,secondary,no,1099,no,no,cellular,jun,335,8,-1,9,failure,1
72,technician,married,secondary,no,-254,yes,no,cellular,apr,320,6,8,7,other,0
77,technician,single,tertiary,no,3100,yes,no,cellular,nov,0,7,-1,4,unknown,1
63,technician,married,primary,no,3844,no,no,cellular,may,209,2,-1,3,success,1
50,blue-collar,married,tertiary,no,-1906,no,no,cellular,mar,69,10,-1,3,unknown,0
33,technician,married,secondary,no,5806,no,no,cellular,sep,104,1,-1,0,unknown,1
85,admin.,married,unknown,yes,-1931,no,no,telephone,aug,426,2,2,3,failure,0
80,admin.,single,tertiary,no,4035,no,no,cellular,aug,168,4,31,7,unknown,1
19,retired,divorced,tertiary,no,1530,no,no,cellular,jul,485,8,50,2,unknown,1
73,technician,single,secondary,no,92,no,no,cellular,apr,23,5,-1,3,unknown,0
24,unemployed,married,secondary,no,299,yes,no,telephone,apr,68,13,31,0,success,0
75,services,married,secondary,no,1126,yes,no,cellular,feb,327,13,-1,2,unknown,1
82,admin.,divorced,secondary,no,1659,yes,yes,cellular,mar,172,6,-1,0,failure,0
28,blue-collar,married,secondary,no,-824,yes,no,cellular,jul,263,14,-1,4,unknown,0
51,blue-collar,married,tertiary,no,685,yes,no,cellular,may,204,2,4,2,other,1
27,self-employed,married,primary,no,-495,no,no,cellular,sep,200,3,5,9,unknown,0
62,blue-collar,married,tertiary,no,-1473,yes,no,cellular,oct,177,5,-1,5,unknown,0
90,technician,married,secondary,no,-598,no,no,cellular,jul,245,14,32,3,failure,0
24,unemployed,married,tertiary,no,-1330,yes,yes,telephone,feb,310,8,33,5,unknown,0
49,self-employed,married,primary,no,276,yes,no,cellular,jan,446,10,47,9,unknown,0
93,blue-collar,married,primary,no,2151,yes,no,cellular,mar,192,10,-1,1,failure,1
41,admin.,married,tertiary,no,1466,no,no,cellular,apr,165,7,56,2,success,1
28,blue-collar,married,tertiary,no,5544,yes,yes,telephone,jan,147,14,8,5,unknown,1
56,admin.,married,tertiary,no,-3663,no,no,telephone,oct,426,14,-1,1,unknown,0
57,blue-collar,single,unknown,no,2233,no,no,cellular,may,317,7,-1,5,unknown,1
69,services,married,secondary,no,1214,no,no,telephone,sep,0,10,22,1,unknown,0
42,unemployed,single,tertiary,no,2994,no,no,cellular,mar,0,9,3,8,unknown,1
92,services,single,secondary,no,2776,yes,no,cellular,jan,104,9,-1,7,success,1
58,services,married,secondary,no,837,no,no,cellular,feb,252,2,59,0,unknown,0
40,blue-collar,single,secondary,no,1580,no,no,telephone,jun,215,3,-1,5,unknown,1
92,retired,single,primary,no,-437,yes,no,cellular,jun,292,14,-1,2,unknown,0
90,services,married,secondary,no,2550,yes,no,cellular,jun,195,4,-1,5,success,1
56,entrepreneur,married,tertiary,no,-2934,no,no,cellular,dec,416,10,-1,5,unknown,0
19,housemaid,married,primary,no,2909,yes,no,cellular,aug,328,13,-1,9,unknown,1
64,blue-collar,divorced,tertiary,no,1149,yes,no,telephone,sep,231,9,-1,1,unknown,0
61,admin.,single,secondary,no,128,yes,no,cellular,feb,380,4,-1,5,unknown,0
29,blue-collar,divorced,primary,no,688,yes,no,telephone,jun,0,13,-1,9,unknown,0
67,technician,divorced,secondary,no,850,yes,no,cellular,aug,208,1,-1,1,unknown,1
83,housemaid,married,primary,no,4054,no,no,telephone,aug,239,11,-1,2,unknown,1
26,technician,single,primary,no,8314,yes,no,telephone,dec,304,4,-1,7,unknown,1
74,retired,married,secondary,no,3884,no,no,cellular,jun,0,9,-1,1,unknown,1
28,services,single,primary,no,-44,yes,no,cellular,may,184,7,-1,2,unknown,0
76,blue-collar,married,primary,no,2586,no,no,cellular,dec,276,8,-1,9,unknown,1
50,blue-collar,married,tertiary,no,2681,no,no,cellular,may,287,6,-1,5,unknown,1
18,management,single,primary,no,-835,yes,no,cellular,jul,386,8,47,0,unknown,0
93,management,single,tertiary,no,-1574,yes,no,telephone,jan,327,14,-1,8,unknown,0
30,technician,single,tertiary,no,1061,no,no,cellular,feb,211,12,-1,5,unknown,1
64,blue-collar,married,primary,no,2977,no,no,cellular,jan,314,6,-1,4,success,1
32,management,married,secondary,no,-2346,no,yes,cellular,jun,192,14,-1,9,unknown,0
90,blue-collar,divorced,primary,no,-386,yes,no,cellular,dec,241,13,-1,3,unknown,0
75,unemployed,married,secondary,no,2460,no,no,cellular,jan,331,9,52,3,success,1
80,blue-collar,married,primary,no,1292,no,no,cellular,dec,214,9,-1,5,unknown,1
51,admin.,married,tertiary,no,4316,yes,no,telephone,nov,271,1,-1,2,other,1
54,technician,married,secondary,no,-1905,no,no,cellular,jan,355,8,-1,1,failure,0
67,technician,married,secondary,no,6375,no,no,cellular,jan,320,3,-1,1,unknown,1
79,technician,married,primary,no,-2184,yes,no,cellular,nov,393,3,-1,3,unknown,0
84,technician,single,secondary,no,-3264,no,no,cellular,aug,546,13,-1,0,other,0
19,unknown,divorced,secondary,no,1070,yes,no,cellular,mar,318,4,-1,5,unknown,1
69,technician,divorced,secondary,no,-1296,yes,no,cellular,dec,155,9,-1,9,unknown,0
26,technician,married,unknown,no,1115,no,no,cellular,jul,292,13,17,2,unknown,1
40,technician,married,primary,no,1038,yes,no,telephone,aug,286,9,-1,0,unknown,1
82,admin.,single,primary,no,769,yes,no,cellular,sep,306,11,-1,0,failure,0
37,services,single,secondary,no,-653,yes,no,cellular,mar,429,11,-1,1,unknown,0
80,blue-collar,married,secondary,no,2152,yes,no,telephone,may,0,7,-1,5,unknown,1
54,services,single,tertiary,no,502,no,no,telephone,feb,432,13,-1,4,unknown,0
36,admin.,single,tertiary,no,3628,no,no,cellular,jul,479,13,-1,4,unknown,1
44,self-employed,single,tertiary,no,803,yes,yes,telephone,dec,300,5,-1,7,unknown,0
59,technician,single,primary,no,-922,no,no,telephone,aug,303,12,29,3,unknown,0
77,entrepreneur,married,secondary,no,-2513,no,no,cellular,sep,186,3,-1,6,unknown,0
65,technician,married,tertiary,no,821,yes,no,cellular,mar,221,2,-1,9,unknown,1
90,admin.,married,secondary,no,-1592,no,yes,cellular,jul,318,8,3,1,other,0
85,student,married,secondary,yes,-1770,yes,no,cellular,dec,309,9,-1,1,unknown,0
76,services,single,secondary,no,2360,yes,yes,telephone,feb,321,9,2,2,unknown,1
65,retired,single,secondary,no,-2711,yes,no,cellular,mar,308,12,-1,1,unknown,0
40,technician,married,tertiary,no,4307,no,yes,cellular,sep,346,6,-1,8,unknown,1
50,services,single,secondary,no,1551,no,no,cellular,jan,330,12,-1,8,unknown,1
27,entrepreneur,single,unknown,no,1104,yes,no,cellular,mar,77,13,-1,5,unknown,1
47,services,single,secondary,no,-1076,no,no,telephone,dec,337,2,-1,1,failure,0
90,blue-collar,married,primary,no,2882,yes,no,cellular,jan,480,7,-1,8,unknown,1
51,management,single,secondary,no,1194,yes,yes,cellular,jun,216,4,14,9,unknown,1
26,management,married,primary,no,-309,no,no,cellular,apr,430,10,59,4,unknown,0
68,self-employed,married,secondary,no,1640,no,no,telephone,may,92,6,-1,6,unknown,1
93,technician,married,primary,no,-2502,yes,no,telephone,apr,216,4,-1,6,unknown,0
85,technician,single,secondary,no,-2398,no,no,cellular,apr,130,4,-1,5,other,0
39,retired,single,tertiary,no,-1264,yes,no,cellular,oct,413,5,-1,3,unknown,0
53,technician,married,secondary,no,1969,yes,no,cellular,jan,450,2,-1,2,unknown,1
59,management,married,primary,yes,1193,no,yes,cellular,feb,206,2,27,2,unknown,0
37,technician,single,secondary,no,3508,yes,yes,cellular,apr,384,9,-1,3,unknown,1
38,blue-collar,single,tertiary,no,-824,no,no,cellular,oct,451,14,-1,7,unknown,0
36,management,married,secondary,no,2464,no,no,telephone,may,215,8,-1,8,unknown,1
95,blue-collar,divorced,primary,no,949,yes,yes,cellular,jan,238,13,-1,1,unknown,1
76,blue-collar,single,secondary,no,-875,yes,yes,cellular,jul,323,3,-1,0,success,0
83,services,divorced,secondary,no,2048,yes,no,telephone,aug,102,14,-1,4,failure,1
81,management,divorced,secondary,no,1055,yes,no,cellular,jun,235,9,-1,7,unknown,1
92,entrepreneur,divorced,primary,no,-184,yes,no,telephone,feb,520,11,-1,5,unknown,0
26,blue-collar,single,unknown,no,1292,no,no,cellular,nov,150,1,-1,8,unknown,1
86,admin.,single,primary,no,915,no,no,telephone,nov,340,9,-1,7,unknown,0
23,housemaid,married,primary,no,862,no,no,cellular,nov,293,6,32,7,unknown,0
55,blue-collar,married,primary,no,292,no,no,telephone,dec,197,13,-1,5,unknown,0
64,blue-collar,single,secondary,no,-1671,yes,no,telephone,apr,251,12,-1,0,unknown,0
45,blue-collar,married,secondary,no,1364,yes,no,cellular,jun,465,13,27,1,unknown,0
29,technician,single,secondary,no,-566,no,no,cellular,dec,298,13,-1,7,unknown,0
32,entrepreneur,married,secondary,no,-1045,yes,yes,cellular,jun,319,11,-1,3,unknown,0
82,retired,married,secondary,no,670,yes,no,cellular,nov,444,4,12,7,unknown,0
42,management,married,secondary,no,2815,yes,no,telephone,aug,179,4,-1,3,failure,1
42,blue-collar,married,tertiary,no,1608,no,yes,cellular,dec,73,13,44,0,unknown,0
90,blue-collar,married,secondary,no,31,yes,no,telephone,jan,468,9,-1,6,unknown,0
29,technician,married,primary,no,-57,yes,no,cellular,sep,239,13,-1,8,unknown,0
89,blue-collar,single,unknown,no,2599,no,no,cellular,oct,345,12,-1,4,unknown,1
89,blue-collar,married,tertiary,no,-4073,no,no,telephone,mar,113,9,-1,1,unknown,0
64,blue-collar,married,secondary,no,2954,no,yes,cellular,sep,274,3,-1,4,unknown,1
30,blue-collar,married,tertiary,no,-2923,yes,yes,cellular,mar,66,14,-1,9,unknown,0
30,services,married,secondary,no,-1914,yes,no,cellular,nov,229,4,-1,3,other,0
40,management,married,secondary,no,69,yes,no,cellular,nov,129,4,-1,0,unknown,0
63,admin.,single,tertiary,no,5974,yes,no,cellular,jan,97,3,-1,7,unknown,1
29,technician,single,tertiary,yes,4890,no,no,cellular,jul,178,1,-1,2,unknown,1
53,retired,married,secondary,no,2754,no,no,cellular,may,0,6,-1,0,unknown,1
27,management,married,secondary,no,1984,yes,no,telephone,nov,58,12,-1,6,unknown,1
60,retired,married,secondary,no,-2897,yes,yes,cellular,apr,330,13,6,3,unknown,0
19,technician,married,primary,no,1545,yes,no,cellular,sep,269,7,-1,1,unknown,0
73,student,divorced,unknown,no,-8,no,no,cellular,feb,70,5,-1,0,unknown,0
22,blue-collar,married,secondary,no,-597,no,no,cellular,mar,297,5,44,1,unknown,0
33,blue-collar,divorced,secondary,no,1541,no,no,telephone,dec,97,13,41,1,unknown,1
31,blue-collar,married,secondary,yes,164,no,no,cellular,may,321,1,-1,0,unknown,0
82,technician,married,secondary,no,3112,no,no,cellular,oct,204,1,-1,3,unknown,1
22,technician,married,secondary,no,-3059,yes,no,cellular,dec,174,1,24,8,unknown,0
51,blue-collar,married,unknown,no,1365,yes,no,cellular,dec,207,13,-1,3,unknown,1
64,retired,divorced,secondary,no,-734,no,no,cellular,jan,578,2,-1,0,unknown,0
58,blue-collar,married,secondary,no,299,no,no,cellular,mar,114,14,-1,8,unknown,0
71,blue-collar,single,secondary,no,1870,no,no,cellular,sep,252,3,-1,6,failure,1
80,blue-collar,single,secondary,no,-1258,yes,no,cellular,dec,329,8,7,9,unknown,0
48,technician,married,primary,no,1561,yes,no,cellular,dec,85,14,-1,5,failure,0
82,blue-collar,married,secondary,no,733,no,no,cellular,sep,0,2,-1,4,unknown,0
42,blue-collar,married,primary,no,-253,yes,no,cellular,feb,136,4,-1,5,unknown,0
94,blue-collar,married,secondary,no,165,no,no,cellular,sep,326,11,-1,0,unknown,0
57,retired,single,tertiary,no,860,no,no,cellular,apr,172,12,-1,3,unknown,1
75,unemployed,married,secondary,no,-489,yes,no,cellular,oct,188,13,32,4,failure,0
86,technician,divorced,secondary,no,1216,no,no,cellular,jul,348,1,-1,2,unknown,1
79,services,single,secondary,no,588,no,no,cellular,mar,107,11,5,8,unknown,0
84,entrepreneur,married,primary,no,-145,yes,no,cellular,nov,208,5,-1,9,success,0
59,unknown,single,tertiary,no,4698,no,yes,cellular,dec,8,8,-1,4,unknown,1
21,services,married,secondary,no,2114,no,no,cellular,jul,265,13,-1,7,unknown,1
56,entrepreneur,divorced,primary,no,358,no,no,cellular,oct,252,13,-1,2,unknown,1
32,unemployed,married,primary,no,1521,no,yes,cellular,jan,331,3,-1,9,other,1
87,retired,divorced,tertiary,no,-1059,yes,no,cellular,apr,60,7,23,7,unknown,0
36,technician,single,secondary,no,239,no,no,cellular,feb,193,4,-1,7,unknown,0
35,admin.,single,secondary,no,496,yes,no,cellular,apr,41,9,-1,5,unknown,0
37,admin.,married,primary,no,-1543,yes,yes,cellular,may,186,12,29,8,other,0
68,technician,single,primary,no,2052,no,no,telephone,jun,427,5,9,5,other,1
62,technician,married,tertiary,yes,88,no,no,telephone,apr,175,2,-1,9,failure,0
92,technician,single,primary,no,418,no,yes,cellular,jul,29,1,-1,6,unknown,1
50,services,married,primary,no,-51,no,no,cellular,mar,125,1,23,4,unknown,0
40,services,married,secondary,no,7710,no,no,cellular,may,0,6,-1,2,failure,1
21,student,married,tertiary,no,-258,yes,no,telephone,nov,39,14,-1,9,unknown,0
18,admin.,married,secondary,no,-3351,no,no,cellular,jul,314,4,-1,0,failure,0
47,blue-collar,married,primary,yes,-2320,yes,no,cellular,jan,18,6,-1,0,failure,0
90,retired,single,unknown,no,2870,yes,yes,telephone,apr,264,10,-1,0,unknown,1
58,student,married,secondary,no,4140,yes,no,cellular,oct,224,10,18,1,unknown,1
87,unknown,single,tertiary,no,-300,no,no,cellular,mar,146,4,-1,2,unknown,0
25,entrepreneur,married,tertiary,no,4014,no,no,cellular,dec,252,2,52,4,unknown,1
25,entrepreneur,single,secondary,no,2831,yes,no,cellular,apr,89,3,-1,2,unknown,1
83,blue-collar,single,secondary,no,783,no,yes,telephone,aug,338,4,-1,4,unknown,0
26,technician,married,secondary,no,627,yes,no,cellular,jun,122,2,-1,4,unknown,0
22,blue-collar,single,tertiary,no,1598,yes,no,cellular,aug,166,7,-1,4,unknown,1
49,services,divorced,tertiary,no,3130,yes,yes,cellular,oct,149,10,-1,0,unknown,1
90,unemployed,single,unknown,no,2074,no,yes,cellular,feb,317,10,-1,5,unknown,1
71,blue-collar,married,secondary,no,-289,no,no,telephone,may,296,13,-1,2,unknown,0
25,services,married,secondary,yes,817,yes,no,telephone,jul,0,5,-1,5,unknown,0
83,blue-collar,single,secondary,no,5559,yes,no,telephone,apr,256,10,-1,0,unknown,1
83,blue-collar,married,secondary,no,1753,yes,no,telephone,may,0,13,-1,8,failure,1
80,blue-collar,single,secondary,no,3113,yes,no,cellular,nov,172,1,-1,7,unknown,1
88,admin.,married,tertiary,no,2388,yes,yes,cellular,mar,205,11,-1,3,other,1
36,housemaid,single,secondary,no,1801,yes,no,cellular,mar,171,2,-1,3,unknown,1
94,technician,married,primary,no,1439,yes,no,cellular,jul,290,8,28,3,unknown,1
43,student,married,secondary,no,3174,no,no,cellular,feb,321,12,13,9,unknown,1
80,management,divorced,secondary,no,2781,no,no,cellular,jan,112,7,-1,7,unknown,1
63,blue-collar,single,tertiary,no,1781,yes,no,cellular,nov,107,8,-1,4,unknown,1
78,blue-collar,divorced,secondary,no,-326,yes,no,telephone,apr,215,9,-1,6,success,0
66,retired,divorced,secondary,no,2048,no,no,cellular,feb,4,9,-1,0,unknown,1
68,blue-collar,married,secondary,no,1053,yes,no,cellular,aug,153,11,17,8,failure,0
66,unemployed,married,secondary,yes,522,no,no,telephone,jun,409,13,-1,5,unknown,0
78,blue-collar,married,primary,yes,7093,no,no,cellular,jun,9,2,24,3,unknown,1
75,management,married,tertiary,no,-2186,yes,no,cellular,jun,172,6,-1,6,unknown,0
28,retired,married,tertiary,no,3309,no,no,cellular,feb,137,12,52,0,unknown,1
82,blue-collar,divorced,secondary,no,-698,yes,no,telephone,nov,501,6,4,4,unknown,0
59,blue-collar,married,secondary,yes,1489,yes,no,telephone,jan,145,7,-1,9,unknown,0
43,self-employed,married,primary,no,6851,yes,no,cellular,jun,153,11,45,7,success,1
58,blue-collar,married,secondary,no,-917,no,no,cellular,apr,76,14,-1,0,unknown,0
93,technician,married,secondary,no,-393,yes,no,cellular,aug,221,4,-1,5,unknown,0
84,technician,married,tertiary,no,1161,no,yes,cellular,jul,258,14,-1,6,unknown,0
83,blue-collar,single,primary,no,-664,yes,no,telephone,may,96,10,15,5,unknown,0
54,retired,married,tertiary,no,3145,no,no,cellular,jul,358,1,26,3,unknown,1
79,retired,single,secondary,no,24,yes,no,telephone,mar,258,13,-1,6,unknown,0
48,technician,divorced,secondary,no,2639,yes,no,telephone,feb,339,6,-1,4,unknown,1
71,student,single,secondary,no,-1724,no,no,cellular,nov,174,4,-1,9,other,0
67,blue-collar,single,secondary,no,-2775,no,yes,telephone,aug,254,8,-1,8,other,0
37,admin.,married,secondary,no,696,no,no,cellular,aug,190,9,-1,9,unknown,0
38,services,married,tertiary,no,-2251,yes,no,cellular,dec,424,8,-1,4,unknown,0
22,unknown,married,secondary,no,4540,yes,no,telephone,nov,236,1,-1,6,unknown,1
28,admin.,divorced,primary,no,-2166,yes,no,cellular,aug,221,12,2,1,unknown,0
51,blue-collar,single,secondary,no,-1083,yes,yes,telephone,oct,156,5,-1,7,unknown,0
55,technician,married,secondary,no,2110,yes,no,cellular,jul,148,2,-1,7,failure,1
30,retired,married,secondary,no,-90,yes,no,cellular,mar,253,8,-1,7,success,0
50,admin.,single,secondary,no,-2140,no,yes,telephone,aug,335,9,-1,0,unknown,0
65,technician,single,primary,no,5688,yes,yes,cellular,nov,124,2,-1,4,unknown,1
36,management,married,secondary,no,-1004,yes,no,cellular,nov,238,14,24,2,unknown,0
44,technician,divorced,tertiary,no,768,yes,no,cellular,jul,246,9,-1,9,unknown,1
46,blue-collar,single,tertiary,no,740,no,no,cellular,dec,270,14,14,5,unknown,1
57,blue-collar,single,primary,no,2763,no,yes,cellular,mar,0,10,9,6,failure,1
46,technician,married,secondary,no,2217,no,no,telephone,jan,91,1,15,4,success,1
75,technician,married,secondary,no,-619,yes,no,cellular,may,29,3,-1,1,unknown,0
43,entrepreneur,divorced,primary,no,483,yes,no,telephone,mar,225,14,-1,6,failure,0
51,services,married,secondary,no,701,no,no,telephone,dec,94,8,5,6,unknown,0
47,management,married,primary,no,2848,no,no,cellular,feb,151,2,-1,3,unknown,1
32,self-employed,married,primary,no,-1370,yes,no,cellular,jul,53,2,-1,6,failure,0
71,technician,married,secondary,no,5640,yes,no,cellular,oct,164,8,-1,3,unknown,1
36,technician,single,secondary,no,-470,yes,no,telephone,feb,63,9,-1,6,unknown,0
41,unemployed,married,tertiary,no,1181,yes,no,cellular,jan,326,4,-1,3,unknown,1
79,blue-collar,single,primary,no,-1352,yes,no,cellular,jul,287,3,35,7,unknown,0
92,management,married,secondary,no,-1656,no,no,telephone,nov,241,9,-1,8,unknown,0
70,retired,married,secondary,no,-724,no,no,cellular,jan,178,7,-1,4,unknown,0
89,admin.,married,tertiary,no,-935,yes,no,cellular,jan,0,1,50,0,unknown,0
84,technician,single,tertiary,no,289,yes,no,telephone,dec,156,1,-1,6,unknown,0
