Date,Ticker,Open,High,Low,Close,Volume
2023-04-28,LKOH,5300.74,5320.53,5281.52,5314.24,18370079
2023-04-28,YNDX,2169.72,2180.52,2146.73,2166.47,14940047
2023-04-28,ROSN,489.87,494.07,482.17,488.24,13375628
2023-05-01,SBER,128.77,130.25,127.61,129.35,4902687
2023-05-01,GAZP,151.75,153.22,151.36,152.44,12014126
2023-05-01,LKOH,5268.7,5274.72,5226.46,5272.99,12870033
2023-05-01,YNDX,2137.31,2156.78,2093.5,2139.76,8076636
2023-05-01,ROSN,513.9,513.98,510.82,511.9,8986490
2023-05-02,SBER,129.89,131.83,129.15,130.66,12725174
2023-05-02,GAZP,153.94,154.77,153.2,153.93,7444452
2023-05-02,LKOH,5232.39,5297.23,5177.89,5229.73,4266214
2023-05-02,YNDX,2150.19,2153.17,2145.45,2149.64,7947745
2023-05-02,ROSN,523.04,530.75,522.6,527.26,3907489
2023-05-03,SBER,131.37,131.39,130.05,130.29,4732279
2023-05-03,GAZP,151.57,152.24,150.02,151.86,11743911
2023-05-03,LKOH,5150.97,5171.5,5097.71,5144.63,19584918
2023-05-03,YNDX,2087.66,2117.25,2083.76,2096.16,11219671
2023-05-03,ROSN,537.57,539.15,536.92,537.78,5852787
2023-05-04,SBER,134.14,135.43,131.97,135.23,8916374
2023-05-04,GAZP,150.97,151.46,149.31,151.24,2940437
2023-05-04,LKOH,5227.54,5276.25,5209.59,5265.02,11926538
2023-05-04,YNDX,2018.11,2050.8,1991.5,2013.46,9770254
2023-05-04,ROSN,531.9,531.98,528.04,530.77,11341012
2023-05-05,SBER,139.53,140.47,138.09,139.66,5508383
2023-05-05,GAZP,153.96,154.4,152.44,152.83,8882962
2023-05-05,LKOH,5184.0,5220.59,5149.68,5168.37,7024951
2023-05-05,YNDX,2023.42,2028.92,1989.43,2027.85,7853635
2023-05-05,ROSN,525.37,530.21,524.6,527.07,6422470
2023-05-08,SBER,144.04,144.73,140.89,143.02,14705863
2023-05-08,GAZP,151.14,153.52,149.47,150.54,4849635
2023-05-08,LKOH,5227.46,5267.36,5210.07,5227.09,12524023
2023-05-08,YNDX,2040.18,2072.43,2008.78,2034.23,19947338
2023-05-08,ROSN,525.9,533.9,525.11,528.28,14087874
2023-05-09,SBER,143.81,145.48,142.72,142.73,4750703
2023-05-09,GAZP,152.43,152.95,148.6,151.76,9815507
2023-05-09,LKOH,5274.06,5326.2,5218.32,5263.42,12485868
2023-05-09,YNDX,2077.25,2101.25,2068.88,2095.89,8531183
2023-05-09,ROSN,530.76,534.94,530.62,532.06,5159638
2023-05-10,SBER,140.46,141.75,139.24,139.98,11198558
2023-05-10,GAZP,145.52,147.41,144.38,146.01,7044782
2023-05-10,LKOH,5322.77,5333.48,5276.66,5302.01,18095700
2023-05-10,YNDX,2198.76,2200.26,2173.9,2188.05,5866553
2023-05-10,ROSN,538.85,544.89,534.93,537.73,4191041
2023-05-11,SBER,141.96,143.11,141.68,142.67,24102683
2023-05-11,GAZP,156.49,156.72,155.35,156.01,13850442
2023-05-11,LKOH,5326.01,5335.81,5257.61,5278.63,12396963
2023-05-11,YNDX,2221.48,2232.45,2202.32,2212.21,5126444
2023-05-11,ROSN,544.68,546.67,535.3,542.56,8861281
2023-05-12,SBER,143.64,144.88,142.84,144.43,13586008
2023-05-12,GAZP,154.96,156.9,154.52,155.02,13869345
2023-05-12,LKOH,5339.62,5341.75,5325.98,5326.29,6387410
2023-05-12,YNDX,2256.71,2265.59,2242.49,2251.96,3027744
2023-05-12,ROSN,553.25,558.4,550.18,554.57,7304445
2023-05-15,SBER,147.68,148.49,145.62,147.23,16288534
2023-05-15,GAZP,155.64,156.11,153.43,155.93,10900578
2023-05-15,LKOH,5210.7,5310.07,5164.31,5246.18,6487373
2023-05-15,YNDX,2333.17,2371.39,2312.33,2339.43,16484083
2023-05-15,ROSN,551.44,553.66,549.22,552.95,15536449
2023-05-16,SBER,150.84,152.72,150.34,151.11,10121174
2023-05-16,GAZP,151.91,153.06,151.85,152.64,9033030
2023-05-16,LKOH,5182.61,5226.95,5145.7,5188.59,14911222
2023-05-16,YNDX,2222.25,2259.35,2210.69,2232.62,8523017
2023-05-16,ROSN,534.55,541.34,533.67,537.03,9199614
2023-05-17,SBER,149.32,149.98,148.87,149.19,20516213
2023-05-17,GAZP,156.14,158.2,155.12,157.16,5004601
2023-05-17,LKOH,5294.79,5342.34,5215.82,5254.39,14780668
2023-05-17,YNDX,2255.09,2261.24,2241.86,2248.89,4577959
2023-05-17,ROSN,551.59,552.61,548.2,548.39,4132719
2023-05-18,SBER,151.05,151.12,149.26,150.62,7519132
2023-05-18,GAZP,158.32,159.16,158.1,159.13,9945730
2023-05-18,LKOH,5223.93,5261.91,5205.68,5227.37,3979677
2023-05-18,YNDX,2364.6,2389.05,2335.42,2348.38,6910224
2023-05-18,ROSN,552.2,553.24,547.93,551.39,6291622
2023-05-19,SBER,147.56,148.26,146.72,148.18,12497335
2023-05-19,GAZP,163.88,164.67,163.22,164.35,11251377
2023-05-19,LKOH,5254.86,5275.13,5183.58,5235.42,13722920
2023-05-19,YNDX,2392.48,2402.38,2379.4,2401.65,8003128
2023-05-19,ROSN,569.99,573.58,557.11,563.33,10343918
2023-05-22,SBER,149.98,151.89,148.37,150.15,12565421
2023-05-22,GAZP,163.57,166.18,161.18,162.18,6751136
2023-05-22,LKOH,5294.75,5306.95,5293.67,5305.02,3402984
2023-05-22,YNDX,2393.74,2411.5,2366.09,2402.02,4740942
2023-05-22,ROSN,571.81,573.89,568.19,572.6,10533020
2023-05-23,SBER,152.47,152.88,150.99,151.74,5165046
2023-05-23,GAZP,161.6,163.21,157.53,159.25,4587157
2023-05-23,LKOH,5360.11,5383.65,5334.58,5345.49,8345832
2023-05-23,YNDX,2423.95,2466.99,2418.46,2422.91,5805386
2023-05-23,ROSN,583.3,585.01,573.28,574.72,14088941
2023-05-24,SBER,153.43,154.17,150.58,153.1,5048268
2023-05-24,GAZP,160.18,161.64,159.0,160.93,7212430
2023-05-24,LKOH,5349.94,5389.25,5270.91,5323.97,9133568
2023-05-24,YNDX,2366.16,2385.27,2360.32,2381.14,29899677
2023-05-24,ROSN,575.82,582.43,571.11,579.81,25247088
2023-05-25,SBER,147.38,151.0,146.92,148.78,5756577
2023-05-25,GAZP,160.69,162.84,160.27,162.84,14106342
2023-05-25,LKOH,5247.38,5286.23,5234.41,5245.13,5679233
2023-05-25,YNDX,2346.3,2370.32,2330.18,2358.04,7902499
2023-05-25,ROSN,576.17,581.76,575.93,580.37,32946531
2023-05-26,SBER,146.91,148.09,145.52,145.85,21408749
2023-05-26,GAZP,164.51,164.58,162.58,164.19,15374711
2023-05-26,LKOH,5163.71,5206.44,5130.67,5198.0,8608302
2023-05-26,YNDX,2426.61,2433.0,2425.48,2432.17,13581449
2023-05-26,ROSN,552.72,555.34,547.42,554.41,6948586
2023-05-29,SBER,141.4,142.12,139.63,140.97,6503345
2023-05-29,GAZP,163.05,166.43,161.88,163.54,16809210
2023-05-29,LKOH,5221.01,5259.34,5220.74,5250.88,11987766
2023-05-29,YNDX,2464.94,2475.65,2455.92,2474.02,18400918
2023-05-29,ROSN,564.55,564.93,555.99,562.33,10906629
2023-05-30,SBER,139.8,140.58,138.34,138.83,6991834
2023-05-30,GAZP,165.0,165.27,164.21,164.62,20789917
2023-05-30,LKOH,5342.47,5382.7,5293.29,5337.38,10842276
2023-05-30,YNDX,2584.34,2604.71,2570.86,2587.16,5153483
2023-05-30,ROSN,552.59,559.84,552.52,553.62,13952072
2023-05-31,SBER,137.64,138.2,135.48,136.6,6395356
2023-05-31,GAZP,166.82,168.93,166.59,167.73,11717870
2023-05-31,LKOH,5221.92,5270.46,5182.3,5245.4,11202002
2023-05-31,YNDX,2510.63,2535.39,2488.98,2500.03,12149705
2023-05-31,ROSN,547.6,548.75,543.66,546.02,5366694
2023-06-01,SBER,132.05,133.7,131.71,131.82,7789411
2023-06-01,GAZP,170.0,170.7,169.0,170.25,10506755
2023-06-01,LKOH,5284.74,5349.67,5240.45,5272.37,12070009
2023-06-01,YNDX,2434.76,2438.5,2432.14,2437.74,10500463
2023-06-01,ROSN,564.8,570.73,558.96,561.76,17269744
2023-06-02,SBER,133.5,135.65,131.69,132.78,10065802
2023-06-02,GAZP,174.31,174.34,173.69,174.18,19417915
2023-06-02,LKOH,5249.67,5270.66,5151.43,5209.75,10679372
2023-06-02,YNDX,2318.2,2334.62,2300.02,2310.98,9452349
2023-06-02,ROSN,582.35,588.77,575.45,583.83,23707300
2023-06-05,SBER,133.5,134.93,132.04,132.83,6971542
2023-06-05,GAZP,180.42,181.23,177.65,178.91,23999188
2023-06-05,LKOH,5161.68,5184.5,5097.5,5170.34,13619157
2023-06-05,YNDX,2341.52,2342.33,2325.67,2336.1,2508561
2023-06-05,ROSN,581.18,586.54,578.69,580.48,8022529
2023-06-06,SBER,138.15,138.66,136.9,137.07,8563557
2023-06-06,GAZP,177.32,178.4,175.55,177.15,12131981
2023-06-06,LKOH,5200.23,5258.63,5173.96,5221.23,10085230
2023-06-06,YNDX,2384.78,2393.86,2374.92,2385.18,8054703
2023-06-06,ROSN,576.05,579.02,568.91,578.21,6951187
2023-06-07,SBER,136.23,136.67,136.17,136.41,11293306
2023-06-07,GAZP,179.99,182.31,178.49,180.58,6964932
2023-06-07,LKOH,5175.75,5249.63,5156.87,5195.76,9729891
2023-06-07,YNDX,2415.1,2429.86,2397.2,2421.85,8747516
2023-06-07,ROSN,570.14,578.29,566.88,568.51,10329905
2023-06-08,SBER,138.75,139.13,135.8,136.9,8471921
2023-06-08,GAZP,173.47,174.7,172.2,173.54,6751193
2023-06-08,LKOH,5172.25,5260.92,5158.96,5188.74,22215005
2023-06-08,YNDX,2478.31,2485.62,2464.57,2472.35,3389400
2023-06-08,ROSN,567.84,568.06,559.1,565.45,8656298
2023-06-09,SBER,142.02,142.09,140.07,141.14,7398194
2023-06-09,GAZP,166.28,169.14,165.92,167.05,7867949
2023-06-09,LKOH,5216.68,5284.53,5075.75,5167.48,8206830
2023-06-09,YNDX,2472.96,2521.3,2449.86,2491.86,9903391
2023-06-09,ROSN,551.53,556.86,548.84,553.15,6786450
2023-06-12,SBER,140.37,141.61,139.54,139.79,16337597
2023-06-12,GAZP,164.59,165.49,163.03,165.18,9791779
2023-06-12,LKOH,5140.78,5186.11,5100.42,5128.37,10900330
2023-06-12,YNDX,2463.56,2491.48,2453.02,2473.93,16427876
2023-06-12,ROSN,547.46,556.6,543.66,546.21,8749179
2023-06-13,SBER,136.9,138.28,136.58,137.54,8091587
2023-06-13,GAZP,155.4,157.83,154.83,157.06,2249565
2023-06-13,LKOH,5078.58,5148.53,5062.94,5091.98,10761596
2023-06-13,YNDX,2457.44,2499.17,2453.21,2483.9,11457261
2023-06-13,ROSN,583.07,597.34,581.73,589.21,10258984
2023-06-14,SBER,137.18,138.1,136.82,137.47,4161612
2023-06-14,GAZP,159.34,161.11,158.76,159.67,16660889
2023-06-14,LKOH,5062.18,5091.79,5022.49,5053.13,12518947
2023-06-14,YNDX,2597.65,2613.84,2595.62,2599.94,16986609
2023-06-14,ROSN,583.02,583.93,580.56,580.86,9303267
2023-06-15,SBER,138.06,138.37,136.31,138.14,14544519
2023-06-15,GAZP,162.37,163.9,161.13,162.74,13770282
2023-06-15,LKOH,5151.17,5176.26,5083.61,5166.78,7302771
2023-06-15,YNDX,2659.8,2679.68,2655.74,2666.02,10449122
2023-06-15,ROSN,567.89,581.47,566.79,567.64,3932411
2023-06-16,SBER,141.73,142.26,139.46,141.18,5529133
2023-06-16,GAZP,169.8,170.12,167.48,169.01,5110732
2023-06-16,LKOH,5089.41,5126.55,5046.39,5104.95,16379506
2023-06-16,YNDX,2654.77,2666.88,2611.5,2650.1,10170772
2023-06-16,ROSN,545.86,552.02,537.18,546.04,14015597
2023-06-19,SBER,142.39,143.35,140.88,141.49,9819740
2023-06-19,GAZP,171.09,172.09,169.62,170.01,3884699
2023-06-19,LKOH,5030.39,5037.24,4984.91,5033.48,29675677
2023-06-19,YNDX,2760.17,2761.77,2747.22,2751.89,5520841
2023-06-19,ROSN,547.7,553.14,545.53,547.0,8222381
2023-06-20,SBER,136.09,137.13,134.03,136.67,11737231
2023-06-20,GAZP,165.43,167.48,163.6,165.03,7021150
2023-06-20,LKOH,5061.76,5113.88,4972.22,5028.42,6637197
2023-06-20,YNDX,2803.25,2888.7,2793.13,2824.7,11709024
2023-06-20,ROSN,558.94,562.08,553.78,560.24,3489011
2023-06-21,SBER,135.88,136.37,135.2,135.76,9040459
2023-06-21,GAZP,155.5,156.58,154.28,156.01,9152083
2023-06-21,LKOH,5055.46,5071.04,5016.53,5064.14,8013950
2023-06-21,YNDX,2871.46,2884.93,2864.06,2869.2,12702443
2023-06-21,ROSN,540.5,541.95,535.55,537.38,16169276
2023-06-22,SBER,131.98,132.75,131.15,132.45,21156723
2023-06-22,GAZP,152.66,153.34,151.19,153.08,7291061
2023-06-22,LKOH,5081.81,5094.08,5060.29,5090.28,4167241
2023-06-22,YNDX,2919.09,2919.52,2888.49,2893.7,12564191
2023-06-22,ROSN,528.3,529.16,517.01,523.85,6159360
2023-06-23,SBER,137.35,137.96,136.57,136.82,7847736
2023-06-23,GAZP,157.25,159.72,155.73,157.14,8097590
2023-06-23,LKOH,5114.54,5165.88,5034.71,5115.99,9547538
2023-06-23,YNDX,2774.13,2776.22,2754.35,2763.63,5769283
2023-06-23,ROSN,540.16,542.68,536.8,537.36,11874794
2023-06-26,SBER,135.7,137.49,133.96,135.12,6169934
2023-06-26,GAZP,157.38,159.13,156.81,158.41,3488881
2023-06-26,LKOH,5021.76,5040.99,4973.17,5028.88,10793874
2023-06-26,YNDX,2779.68,2799.21,2756.36,2782.39,20331938
2023-06-26,ROSN,530.64,534.36,529.12,532.27,8287852
2023-06-27,SBER,135.65,138.4,135.57,136.96,7233643
2023-06-27,GAZP,158.09,160.3,156.19,158.11,9071632
2023-06-27,LKOH,5088.4,5129.97,5045.13,5064.31,7773098
2023-06-27,YNDX,2812.45,2844.94,2798.88,2842.68,11030022
2023-06-27,ROSN,535.48,540.44,535.0,537.38,5675554
2023-06-28,SBER,138.82,142.31,138.4,139.08,5286823
2023-06-28,GAZP,151.51,152.58,149.9,152.45,10392471
2023-06-28,LKOH,5031.71,5050.19,4992.37,5020.26,4989362
2023-06-28,YNDX,2714.3,2723.04,2712.2,2719.6,7217480
2023-06-28,ROSN,528.93,534.5,524.05,527.32,5383727
2023-06-29,SBER,136.23,137.79,135.17,137.24,11499499
2023-06-29,GAZP,156.15,157.53,155.33,155.75,6015803
2023-06-29,LKOH,5091.81,5159.09,5055.44,5122.47,22182408
2023-06-29,YNDX,2702.7,2752.03,2679.8,2693.11,4124601
2023-06-29,ROSN,509.41,517.08,506.09,507.6,11057910
2023-06-30,SBER,138.03,138.28,136.33,137.74,5519742
2023-06-30,GAZP,152.85,154.46,151.75,153.45,11135097
2023-06-30,LKOH,5184.74,5285.02,5121.55,5215.46,12836599
2023-06-30,YNDX,2791.11,2826.23,2774.69,2814.42,12746147
2023-06-30,ROSN,498.92,504.39,494.28,497.04,10240648
2023-07-03,SBER,134.76,136.68,133.92,135.33,8714424
2023-07-03,GAZP,150.51,153.36,148.21,152.05,4684511
2023-07-03,LKOH,5258.73,5311.52,5224.64,5232.37,14202914
2023-07-03,YNDX,2857.1,2895.24,2792.85,2816.71,8150575
2023-07-03,ROSN,505.93,508.89,503.89,504.81,3509728
2023-07-04,SBER,137.04,137.74,135.68,136.84,10679215
2023-07-04,GAZP,151.89,153.43,150.45,152.56,18222500
2023-07-04,LKOH,5216.97,5254.73,5166.84,5215.77,12393818
2023-07-04,YNDX,2941.84,2963.75,2936.39,2954.81,12277081
2023-07-04,ROSN,500.54,506.28,497.65,502.73,5620116
2023-07-05,SBER,141.04,141.19,140.13,140.22,11722596
2023-07-05,GAZP,149.71,152.28,148.63,149.68,4070406
2023-07-05,LKOH,5326.67,5344.51,5299.92,5335.48,7694224
2023-07-05,YNDX,3023.0,3092.35,3014.82,3061.07,4859709
2023-07-05,ROSN,496.14,499.9,487.48,492.02,15691932
2023-07-06,SBER,140.45,141.36,139.3,141.12,15408204
2023-07-06,GAZP,153.6,154.04,151.03,153.19,8884716
2023-07-06,LKOH,5254.81,5342.5,5200.46,5243.03,7416876
2023-07-06,YNDX,3093.64,3118.79,3065.87,3094.47,28346676
2023-07-06,ROSN,491.82,500.17,490.8,494.05,15431766
2023-07-07,SBER,142.37,143.04,141.12,142.37,13488872
2023-07-07,GAZP,155.08,158.27,154.36,156.28,17890802
2023-07-07,LKOH,5104.48,5145.7,5083.94,5139.57,21816571
2023-07-07,YNDX,3146.82,3176.51,3115.85,3150.64,5485656
2023-07-07,ROSN,509.51,516.73,506.75,510.24,8297810
2023-07-10,SBER,140.84,141.57,140.75,141.08,6603393
2023-07-10,GAZP,155.79,158.44,155.16,155.73,5444624
2023-07-10,LKOH,5010.08,5125.22,4955.76,5052.71,6233755
2023-07-10,YNDX,3297.37,3310.77,3286.81,3306.07,9487944
2023-07-10,ROSN,506.51,515.47,499.18,509.55,3831131
2023-07-11,SBER,138.33,139.59,137.77,138.52,6174039
2023-07-11,GAZP,164.13,164.41,161.82,163.16,15447383
2023-07-11,LKOH,4991.53,5015.12,4957.13,5011.99,9525949
2023-07-11,YNDX,3164.63,3179.26,3162.71,3177.38,23825597
2023-07-11,ROSN,496.78,502.7,486.52,495.53,7259353
2023-07-12,SBER,140.19,140.4,139.68,139.79,11050516
2023-07-12,GAZP,154.61,154.77,153.81,154.09,24727612
2023-07-12,LKOH,4953.25,5042.33,4920.28,4963.25,6749252
2023-07-12,YNDX,3180.6,3185.89,3134.54,3167.29,6810088
2023-07-12,ROSN,489.42,491.28,487.78,489.61,3656416
2023-07-13,SBER,142.69,144.27,142.0,142.51,15412069
2023-07-13,GAZP,156.73,157.39,155.57,155.69,27679907
2023-07-13,LKOH,5045.86,5097.38,4979.57,5031.42,10286652
2023-07-13,YNDX,3170.63,3183.98,3130.33,3180.4,12581036
2023-07-13,ROSN,478.27,481.62,476.78,478.53,7225970
2023-07-14,SBER,140.44,141.47,139.81,141.33,2053950
2023-07-14,GAZP,163.62,164.12,162.71,162.74,4946411
2023-07-14,LKOH,5210.37,5216.91,5119.15,5161.41,9700067
2023-07-14,YNDX,3069.37,3078.95,3058.21,3075.71,7965843
2023-07-14,ROSN,477.56,477.95,473.51,477.75,6208885
2023-07-17,SBER,138.78,141.12,136.83,138.1,17772710
2023-07-17,GAZP,159.57,162.14,159.49,161.67,5361213
2023-07-17,LKOH,5162.79,5190.25,5085.69,5123.59,3997582
2023-07-17,YNDX,3048.85,3064.22,3035.79,3052.1,11475785
2023-07-17,ROSN,498.36,498.55,495.61,496.34,7434660
2023-07-18,SBER,140.63,141.13,140.58,141.08,6914338
2023-07-18,GAZP,157.06,157.13,156.18,156.8,6805215
2023-07-18,LKOH,5196.58,5290.95,5123.93,5219.46,11043858
2023-07-18,YNDX,3077.61,3100.39,3046.11,3089.9,2933159
2023-07-18,ROSN,495.18,505.3,488.73,501.43,6643230
2023-07-19,SBER,138.0,140.43,135.98,138.14,5253184
2023-07-19,GAZP,163.49,163.62,160.38,161.98,25340684
2023-07-19,LKOH,5364.53,5399.39,5344.28,5346.38,8201437
2023-07-19,YNDX,3139.62,3161.7,3090.14,3117.0,17685368
2023-07-19,ROSN,506.4,512.35,500.18,504.67,8728352
2023-07-20,SBER,135.79,137.24,133.06,136.86,3541146
2023-07-20,GAZP,162.4,162.56,161.73,161.88,4640774
2023-07-20,LKOH,5346.88,5461.22,5295.78,5367.19,14349030
2023-07-20,YNDX,3126.16,3153.03,3116.98,3122.58,13964218
2023-07-20,ROSN,505.06,506.36,500.99,501.77,4708921
2023-07-21,SBER,137.04,138.31,136.14,137.61,5214128
2023-07-21,GAZP,170.59,173.21,167.81,169.46,9208401
2023-07-21,LKOH,5246.88,5303.87,5194.85,5265.2,7289060
2023-07-21,YNDX,3217.23,3276.52,3169.58,3207.54,16678259
2023-07-21,ROSN,510.88,517.51,509.5,513.38,7930779
2023-07-24,SBER,135.12,137.83,135.12,135.61,13138599
2023-07-24,GAZP,165.88,167.97,164.09,166.53,7220199
2023-07-24,LKOH,5272.93,5280.48,5253.31,5269.99,12565027
2023-07-24,YNDX,3251.94,3275.48,3220.86,3268.05,13898946
2023-07-24,ROSN,500.26,508.18,499.2,499.39,22951262
2023-07-25,SBER,132.78,134.15,131.14,133.34,6476057
2023-07-25,GAZP,168.2,169.05,167.2,168.73,10971077
2023-07-25,LKOH,5284.21,5308.86,5278.98,5293.19,11171794
2023-07-25,YNDX,3226.14,3254.66,3225.23,3229.08,5923864
2023-07-25,ROSN,488.99,489.83,485.3,488.36,7162984
2023-07-26,SBER,134.73,135.21,133.47,134.36,9575149
2023-07-26,GAZP,170.1,172.94,169.88,170.1,26863136
2023-07-26,LKOH,5247.55,5282.45,5234.43,5266.72,16132841
2023-07-26,YNDX,3140.59,3155.43,3125.59,3129.15,10525839
2023-07-26,ROSN,500.69,505.27,495.24,498.51,8603293
2023-07-27,SBER,134.63,134.79,133.29,134.58,8521824
2023-07-27,GAZP,165.6,166.16,163.97,165.93,12013569
2023-07-27,LKOH,5266.27,5277.42,5148.56,5201.63,8236967
2023-07-27,YNDX,3185.75,3216.8,3145.6,3172.44,13743801
2023-07-27,ROSN,494.05,496.79,490.36,495.47,7949659
2023-07-28,SBER,138.2,139.21,136.28,137.2,8283800
2023-07-28,GAZP,166.63,168.88,166.07,167.07,9063115
2023-07-28,LKOH,5058.18,5103.12,4971.88,5091.67,14743586
2023-07-28,YNDX,3212.75,3272.07,3156.89,3161.48,8425989
2023-07-28,ROSN,509.74,516.42,498.21,505.43,6510863
2023-07-31,SBER,139.02,140.21,137.35,138.68,2791048
2023-07-31,GAZP,169.54,172.99,169.34,170.24,13211362
2023-07-31,LKOH,5072.75,5090.87,5057.71,5084.38,4528840
2023-07-31,YNDX,3114.67,3122.69,3102.4,3106.57,5402788
2023-07-31,ROSN,498.21,504.42,492.52,503.7,4252144
2023-08-01,SBER,137.48,138.86,136.77,137.26,6286247
2023-08-01,GAZP,162.97,165.63,162.52,162.88,8787673
2023-08-01,LKOH,5110.69,5144.22,5077.03,5110.98,9947986
2023-08-01,YNDX,3094.33,3141.92,3077.87,3109.49,6739791
2023-08-01,ROSN,512.61,517.11,509.5,513.89,3665464
2023-08-02,SBER,137.2,139.83,134.92,138.47,8511809
2023-08-02,GAZP,162.09,163.71,160.57,162.36,11208521
2023-08-02,LKOH,5078.84,5114.81,5063.47,5070.82,17049629
2023-08-02,YNDX,3150.1,3163.11,3144.04,3156.61,8921191
2023-08-02,ROSN,510.23,511.51,506.17,510.65,5347076
2023-08-03,SBER,133.97,136.37,133.8,135.05,5686504
2023-08-03,GAZP,164.24,166.83,163.35,164.21,13328288
2023-08-03,LKOH,5007.75,5042.06,4993.35,4997.25,4722036
2023-08-03,YNDX,3010.91,3019.67,3001.33,3016.68,4915896
2023-08-03,ROSN,507.35,507.53,505.93,506.67,6356207
2023-08-04,SBER,137.13,138.48,135.83,137.94,11301590
2023-08-04,GAZP,163.06,164.85,161.21,163.49,5470813
2023-08-04,LKOH,5000.2,5015.39,4930.96,4969.45,7609029
2023-08-04,YNDX,2961.31,2995.13,2928.81,2971.86,19863420
2023-08-04,ROSN,517.97,519.89,514.55,515.16,4340170
2023-08-07,SBER,137.02,138.44,135.47,136.68,7401898
2023-08-07,GAZP,161.82,163.73,160.89,162.96,8059038
2023-08-07,LKOH,4918.26,4938.03,4909.78,4937.75,7378427
2023-08-07,YNDX,2923.89,2962.57,2915.96,2919.22,14622311
2023-08-07,ROSN,501.33,505.74,495.02,500.94,6139871
2023-08-08,SBER,140.32,140.59,137.94,139.65,8055451
2023-08-08,GAZP,164.2,166.62,162.89,164.06,8605921
2023-08-08,LKOH,4924.77,4985.9,4919.13,4979.45,13589472
2023-08-08,YNDX,2979.9,2998.97,2925.89,2971.24,7300647
2023-08-08,ROSN,514.64,517.56,509.32,511.08,10743589
2023-08-09,SBER,138.2,140.14,137.16,138.29,19923079
2023-08-09,GAZP,163.99,165.84,162.15,162.91,6147861
2023-08-09,LKOH,4881.06,4920.48,4842.78,4875.73,4199567
2023-08-09,YNDX,2964.61,2978.91,2942.09,2965.9,8626008
2023-08-09,ROSN,530.74,532.21,523.31,530.15,7792484
2023-08-10,SBER,138.15,138.67,136.2,137.49,9685371
2023-08-10,GAZP,166.6,167.78,164.33,165.33,9157126
2023-08-10,LKOH,4936.73,4989.37,4892.36,4906.08,6038798
2023-08-10,YNDX,3013.92,3028.32,2938.22,2995.5,7231012
2023-08-10,ROSN,541.39,543.25,538.73,539.94,4687850
2023-08-11,SBER,138.23,141.23,137.6,138.81,6646997
2023-08-11,GAZP,163.05,163.44,161.59,163.12,9754195
2023-08-11,LKOH,4900.08,4902.02,4824.34,4854.2,6555970
2023-08-11,YNDX,3028.89,3074.68,2975.43,3024.19,16942269
2023-08-11,ROSN,532.81,537.25,532.44,535.76,10615592
2023-08-14,SBER,139.68,141.3,138.7,139.33,5257531
2023-08-14,GAZP,169.4,173.68,166.52,168.03,10033509
2023-08-14,LKOH,4717.55,4738.24,4632.15,4704.54,6032623
2023-08-14,YNDX,2891.16,2943.79,2873.79,2897.99,3164350
2023-08-14,ROSN,530.6,537.55,523.63,536.17,10642052
2023-08-15,SBER,137.18,137.23,136.67,137.21,4486443
2023-08-15,GAZP,167.94,171.1,167.28,170.24,12196546
2023-08-15,LKOH,4674.93,4745.12,4667.5,4708.02,8541663
2023-08-15,YNDX,2850.61,2873.4,2838.81,2857.48,8503210
2023-08-15,ROSN,555.56,567.84,552.08,559.55,6329162
2023-08-16,SBER,135.93,136.75,134.19,136.47,13270634
2023-08-16,GAZP,172.26,175.08,168.35,173.49,5928664
2023-08-16,LKOH,4789.81,4798.3,4776.61,4777.47,6296832
2023-08-16,YNDX,2884.54,2921.83,2866.65,2873.54,14164047
2023-08-16,ROSN,556.96,569.5,554.55,555.02,10817259
2023-08-17,SBER,134.82,135.32,134.49,134.7,5336883
2023-08-17,GAZP,175.57,176.2,172.95,174.29,7893056
2023-08-17,LKOH,4839.87,4876.69,4820.8,4833.12,5412121
2023-08-17,YNDX,2832.19,2838.92,2802.59,2829.51,15051570
2023-08-17,ROSN,559.5,568.39,558.85,561.48,7110109
2023-08-18,SBER,134.77,137.18,134.35,135.01,7626887
2023-08-18,GAZP,176.12,179.11,173.43,176.74,17117018
2023-08-18,LKOH,4839.5,4842.59,4774.86,4818.79,7321450
2023-08-18,YNDX,2772.77,2775.28,2748.33,2753.21,16475351
2023-08-18,ROSN,551.64,554.24,549.42,550.0,9213123
2023-08-21,SBER,130.89,132.82,129.97,131.4,8612112
2023-08-21,GAZP,177.44,179.63,177.16,177.7,9978277
2023-08-21,LKOH,4884.5,4964.7,4824.69,4903.55,20071692
2023-08-21,YNDX,2725.62,2770.2,2715.71,2728.94,5283486
2023-08-21,ROSN,543.05,547.59,542.15,543.43,10363891
2023-08-22,SBER,128.28,130.7,127.53,128.85,20340084
2023-08-22,GAZP,176.77,178.28,174.97,176.77,8407155
2023-08-22,LKOH,4875.59,4890.14,4840.83,4876.95,8904923
2023-08-22,YNDX,2795.24,2803.77,2765.61,2772.53,4157999
2023-08-22,ROSN,515.95,516.34,512.83,514.95,10036761
2023-08-23,SBER,129.47,129.56,127.98,128.75,14578860
2023-08-23,GAZP,176.41,177.08,175.03,175.94,9268055
2023-08-23,LKOH,4891.55,4902.06,4808.15,4879.84,7157083
2023-08-23,YNDX,2824.73,2834.51,2802.44,2828.94,6224560
2023-08-23,ROSN,498.76,501.1,494.91,499.16,8140081
